Date,Content,Comment
2022-08-08,https://boxd.it/36GbON,this movie was somehow behind and ahead of its time. A masterpiece of millenial malaise.
2022-08-17,https://boxd.it/38o3IT,cinderella bro
2022-08-22,https://boxd.it/39Iqzp,Rip david warner i just read that he died. Such a great character actor.
2022-08-23,https://boxd.it/39QESr,aedan != boomer
2022-08-26,https://boxd.it/39TORf,400 blows is a lot better
2022-08-29,https://boxd.it/NBBTR,Fergilicious definicious make the boys go loco
2022-08-30,https://boxd.it/3bbqdF,would see this at midnight screenings in the egyptian theatre with a bunch of rowdy UW students in '09-'10 it was fantastic just like you said. Sadly they dont do midnight movies in seattle anymore :(
2022-09-28,https://boxd.it/3egYUv,"2022 characters: hulk smash, thor quip"
2022-10-01,https://boxd.it/3gGLGl,still better than Blonde
2022-10-04,https://boxd.it/3gNXwr,i feel kinda like this is a brandon moon film
2022-11-01,https://boxd.it/3nRn0v,when <i>barbie</i> comes out she will
2022-12-15,https://boxd.it/3wiyfx,wat bro how've you soon babylon wat connection u got?
2022-12-24,https://boxd.it/3w9Y6j,Jerzy made a movie 50 years ago called DEEP END. Check it out one of my favs
2022-12-28,https://boxd.it/3B3kSl,thanks brandon ur the goat
2022-12-28,https://boxd.it/3vRphP,love the egyptian love the uptown love siff
2023-01-18,https://boxd.it/3G4rad,"you're so right. this movie overperformed at the box office and now i see why. Hollywood could definitely use more of these lowkey, mid-bidget crowd-pleasers"
2023-01-25,https://boxd.it/3KqIsN,🍍
